1 0.000007
2 0.000008
3 0.000013
4 0.000024
5 0.000043
6 0.000102
7 0.000169
8 0.000479
9 0.000812
10 0.002329
11 0.001761
12 0.004736
13 0.008290
14 0.021375
15 0.037794
16 0.096573
17 0.169786
18 0.430214
19 0.764718
20 1.868672
21 3.501516
22 8.456952
23 15.148678
24 36.749404
25 65.784846
26 158.765287
27 284.114891
28 678.861829
29 1219.168530
30 2889.494126
