1 0.000008
2 0.000011
3 0.000019
4 0.000035
5 0.000062
6 0.000123
7 0.000260
8 0.000569
9 0.001251
10 0.002700
11 0.003359
12 0.006085
13 0.013374
14 0.026242
15 0.055914
16 0.118264
17 0.250329
18 0.531606
19 1.112000
20 2.329319
21 5.045851
22 10.495614
23 21.899933
24 45.588236
25 94.740440
26 197.770936
27 409.901980
28 848.904674
29 1755.984882
30 3625.770757
