1 0.000006
2 0.000008
3 0.000019
4 0.000040
5 0.000069
6 0.000167
7 0.000336
8 0.000751
9 0.001688
10 0.002266
11 0.003510
12 0.007685
13 0.016528
14 0.035330
15 0.075886
16 0.162711
17 0.340251
18 0.718313
19 1.509913
20 3.177323
21 6.999454
22 14.622539
23 30.386127
24 63.379038
25 132.027791
26 275.300442
27 570.830044
28 1182.500682
29 2446.056984
30 5054.305583
