1.7 0.000039 0.000037 0.000041 0.000046 0.000038
3.700000 0.000196 0.000194 0.000197 0.000199 0.000194
5.700000 0.000579 0.000543 0.000616 0.000654 0.000558
7.700000 0.000891 0.000885 0.000897 0.000901 0.000882
9.700000 0.001522 0.001474 0.001571 0.001655 0.001497
11.700000 0.002992 0.002972 0.003012 0.003043 0.002978
13.700000 0.003649 0.003625 0.003674 0.003694 0.003620
15.700000 0.005810 0.005610 0.006009 0.005896 0.005243
17.700001 0.006984 0.006961 0.007006 0.007025 0.006952
19.700001 0.010335 0.009689 0.010982 0.010662 0.009084
21.700001 0.012318 0.011587 0.013049 0.013469 0.011730
23.700001 0.015971 0.015721 0.016222 0.016302 0.015697
25.700001 0.018928 0.017930 0.019927 0.020000 0.017487
27.700001 0.023777 0.022408 0.025147 0.025633 0.022265
29.700001 0.028031 0.026913 0.029149 0.030760 0.026878
31.700001 0.035110 0.030523 0.039696 0.041749 0.029771
33.700001 0.039059 0.036452 0.041667 0.043683 0.033160
35.700001 0.049290 0.043546 0.055034 0.057458 0.039171
37.700001 0.055422 0.051086 0.059757 0.060702 0.045912
39.700001 0.062395 0.054935 0.069855 0.073487 0.052416
41.700001 0.081621 0.064276 0.098967 0.128186 0.067566
43.700001 0.084742 0.076770 0.092713 0.099312 0.075662
45.700001 0.100893 0.068507 0.133279 0.191240 0.081446
47.700001 0.112716 0.085577 0.139855 0.186013 0.094842
49.700001 0.115306 0.104068 0.126545 0.137117 0.097065
51.700001 0.130509 0.116912 0.144107 0.152648 0.108916
53.700001 0.154308 0.142758 0.165857 0.170433 0.132743
55.700001 0.158587 0.145431 0.171743 0.180027 0.142198
57.700001 0.203401 0.182567 0.224234 0.231108 0.170111
59.700001 0.201063 0.173481 0.228644 0.239979 0.162377
61.700001 0.243121 0.213164 0.273078 0.288837 0.186521
63.700001 0.075012 0.070397 0.079626 0.081151 0.065961
65.699997 0.090715 0.079056 0.102374 0.107394 0.072707
67.699997 0.097922 0.080187 0.115658 0.142205 0.082848
69.699997 0.135296 0.101476 0.169117 0.215023 0.109558
71.699997 0.122664 0.114448 0.130880 0.139671 0.114929
73.699997 0.163630 0.114324 0.212936 0.300755 0.127622
75.699997 0.155911 0.148007 0.163815 0.168403 0.143957
77.699997 0.187078 0.167539 0.206616 0.226436 0.159076
79.699997 0.195599 0.166863 0.224334 0.266378 0.165289
81.699997 0.217640 0.203296 0.231984 0.231431 0.186439
83.699997 0.250106 0.219876 0.280337 0.320132 0.213879
85.699997 0.261072 0.223915 0.298228 0.331486 0.222108
87.699997 0.288658 0.258769 0.318546 0.353635 0.258988
89.699997 0.310120 0.281047 0.339194 0.367404 0.265260
91.699997 0.368015 0.279742 0.456288 0.593651 0.280572
93.699997 0.377311 0.310869 0.443753 0.542589 0.302028
95.699997 0.417088 0.334099 0.500077 0.626477 0.352421
97.699997 0.463585 0.380159 0.547011 0.649666 0.369748
99.699997 0.487312 0.444449 0.530174 0.556263 0.408820
101.699997 0.526705 0.423646 0.629764 0.801381 0.456275
103.699997 0.556789 0.502661 0.610918 0.637130 0.466208
105.699997 0.579089 0.509015 0.649163 0.688880 0.487106
107.699997 0.628487 0.555332 0.701641 0.769168 0.540284
109.699997 0.676110 0.632446 0.719773 0.774623 0.618135
111.699997 0.700511 0.627714 0.773308 0.841211 0.624808
113.699997 0.716658 0.613380 0.819935 0.990165 0.650343
115.699997 0.887368 0.783615 0.991120 1.083414 0.746483
117.699997 0.830793 0.716402 0.945184 1.053131 0.684612
119.699997 0.982782 0.850385 1.115179 1.236833 0.803344
121.699997 1.001786 0.814474 1.189097 1.491951 0.828354
123.699997 1.139397 0.856692 1.422102 1.861640 0.819331
125.699997 1.071757 0.955821 1.187694 1.280492 0.925283
127.699997 0.469671 0.409373 0.529969 0.564481 0.404366
129.699997 0.485024 0.442749 0.527299 0.563217 0.428547
131.699997 0.652102 0.470983 0.833222 1.009974 0.490719
133.699997 0.588671 0.504652 0.672691 0.752796 0.524212
135.699997 0.636373 0.557037 0.715709 0.831176 0.556013
137.699997 0.666450 0.623731 0.709170 0.725842 0.589640
139.699997 0.722870 0.659259 0.786481 0.825136 0.635180
141.699997 0.896769 0.619436 1.174102 1.677655 0.732511
143.699997 0.815489 0.741750 0.889227 0.914464 0.688489
145.699997 0.921052 0.760657 1.081447 1.353899 0.823708
147.699997 0.974069 0.857591 1.090546 1.235547 0.867562
149.699997 1.013286 0.905619 1.120953 1.186559 0.818905
